ENSAPOT00000015153	XM_022192334
ENSACAT00000015142	XM_008119461
ENSACAT00000016834	XM_008104207
ENSACAT00000017086	XM_008119904
ENSACAT00000024075	XM_008109390
ENSACAT00000029462	XM_008107771
ENSACAT00000029462	XM_008107772
ENSACAT00000029462	XM_008107773
ENSACAT00000030016	XM_003214372
ENSACAT00000030016	XM_008120653
ENSACAT00000000284	XM_008116373
ENSACAT00000000284	XM_008116374
ENSACAT00000000284	XM_008116375
ENSACAT00000000284	XM_008116376
ENSACAT00000000284	XM_008116377
ENSACAT00000000284	XM_008116378
ENSACAT00000000284	XM_008116379
ENSACAT00000003764	XM_008108375
ENSACAT00000009991	XM_003227371
ENSACAT00000029531	XM_008118969
ENSACAT00000029531	XM_008118970
ENSACAT00000014301	XM_003216103
ENSACAT00000006814	XM_003216662
ENSACAT00000000165	XM_008115755
ENSACAT00000011933	XM_008121182
ENSACAT00000012437	XM_003220807
ENSACAT00000012437	XM_008110495
ENSACAT00000017295	XM_003214368
ENSACAT00000021175	XM_008116420
ENSACAT00000021208	XM_008106086
ENSACAT00000002769	XM_008107607
ENSACAT00000003226	XM_008109148
ENSACAT00000007429	XM_003218110
ENSACAT00000007784	XM_003221838
ENSACAT00000008899	XM_008125273
ENSACAT00000009459	XM_003216246
ENSACAT00000013724	XM_003219549
ENSACAT00000013724	XM_008108458
ENSACAT00000013724	XM_008108459
ENSACAT00000015831	XM_008114407
ENSACAT00000030191	XM_008104767
ENSACAT00000005198	XM_008120206
ENSACAT00000008343	XM_008125783
ENSACAT00000009078	XM_003229696
ENSACAT00000009714	XM_003220495
ENSACAT00000015694	XM_008117192
ENSACAT00000016362	XM_003220618
ENSACAT00000016362	XM_008110106
ENSACAT00000016362	XM_008110107
ENSACAT00000029152	XM_008106094
ENSACAT00000026788	XM_003218022
ENSACAT00000004657	XM_008119570
ENSACAT00000004657	XM_008119571
ENSACAT00000004657	XM_008119572
ENSACAT00000026970	XM_003223870
ENSACAT00000007002	XM_003226252
ENSACAT00000011523	XM_008120343
ENSACAT00000017926	XM_003223515
ENSACAT00000001745	XM_008122357
ENSACAT00000014241	XM_008102708
ENSACAT00000014241	XM_008102709
ENSACAT00000029298	XM_008122350
ENSACAT00000007615	XM_008118385
ENSACAT00000008307	XM_003216250
ENSACAT00000017351	XM_003226189
ENSACAT00000027631	XM_003230053
ENSACAT00000007155	XM_008124270
ENSACAT00000029425	XM_008104305
ENSACAT00000029425	XM_008104307
ENSACAT00000029425	XM_008104308
ENSACAT00000029425	XM_008104309
ENSACAT00000029425	XM_008104311
ENSACAT00000005188	XM_008124590
ENSACAT00000016982	XM_008114151
ENSACAT00000024832	XM_008109826
ENSACAT00000001536	XM_008124009
ENSACAT00000003808	XM_008124221
ENSACAT00000005011	XM_003220989
ENSACAT00000005011	XM_008110743
ENSACAT00000005904	XM_008109822
ENSACAT00000006621	XM_003217680
ENSACAT00000006621	XM_008105128
ENSACAT00000006621	XM_008105129
ENSACAT00000006621	XM_008105130
ENSACAT00000006621	XM_008105131
ENSACAT00000006621	XM_008105132
ENSACAT00000006621	XM_008105133
ENSACAT00000007884	XM_003223812
ENSACAT00000010629	XM_003218889
ENSACAT00000010629	XM_003218890
ENSACAT00000010629	XM_008107240
ENSACAT00000012471	XM_003220802
ENSACAT00000029303	XM_008118434
ENSACAT00000000699	XM_008112737
ENSACAT00000000699	XM_008112745
ENSACAT00000004537	XM_003226024
ENSACAT00000004537	XM_008118676
ENSACAT00000006962	XM_003221612
ENSACAT00000006962	XM_008111828
ENSACAT00000009358	XM_008112452
ENSACAT00000009358	XM_008112453
ENSACAT00000009814	XM_008114390
ENSACAT00000013683	XM_003217737
ENSACAT00000013683	XM_008105309
ENSACAT00000013863	XM_008120516
ENSACAT00000013863	XM_008120525
ENSACAT00000025672	XM_008125542
ENSACAT00000030089	XM_008119092
ENSACAT00000030089	XM_008119093
ENSACAT00000030089	XM_008119094
ENSACAT00000030089	XM_008119095
ENSACAT00000014240	XM_008113145
ENSACAT00000004891	XM_003218489
ENSACAT00000004891	XM_008106585
ENSACAT00000004891	XM_008106586
ENSACAT00000004891	XM_008106587
ENSACAT00000004891	XM_008106588
ENSACAT00000004963	XM_003215680
ENSACAT00000004963	XM_008122032
ENSACAT00000004963	XM_008122043
ENSACAT00000004963	XM_008122048
ENSACAT00000001933	XM_003215385
ENSACAT00000005288	XM_008118139
ENSACAT00000005304	XM_008109934
ENSACAT00000027701	XM_003230526
ENSACAT00000004072	XM_003219498
ENSACAT00000006119	XM_003216098
ENSACAT00000006119	XM_008102693
ENSACAT00000001262	XM_003214948
ENSACAT00000001262	XM_008110320
ENSACAT00000004860	XM_008120806
ENSACAT00000007900	XM_008115380
ENSACAT00000006143	XM_008123666
ENSACAT00000029119	XM_003219881
ENSACAT00000029119	XM_008108981
ENSACAT00000029119	XM_008108983
ENSACAT00000012809	XM_003219334
ENSACAT00000012809	XR_506057
ENSACAT00000009705	XM_008123974
ENSACAT00000015095	XM_008111569
ENSACAT00000015095	XM_008111570
ENSACAT00000015095	XM_008111571
ENSACAT00000015095	XM_008111572
ENSACAT00000015095	XM_008111573
ENSACAT00000015095	XM_008111574
ENSACAT00000015095	XM_008111575
ENSACAT00000015095	XM_008111576
ENSACAT00000027150	XM_003224531
ENSACAT00000020600	NR_129947
ENSACAT00000029683	XM_003224868
ENSACAT00000013309	XM_008113180
ENSACAT00000007743	XM_003223026
ENSACAT00000024592	XM_008123269
ENSACAT00000020453	NR_129969
ENSACAT00000004939	XM_003222667
ENSACAT00000013099	XM_003220191
ENSACAT00000023023	XM_008124416
ENSACAT00000024324	XM_003229192
ENSACAT00000010983	XM_008108196
ENSACAT00000022072	XM_008102848
ENSACAT00000022072	XM_008102849
ENSACAT00000022072	XM_008102850
ENSACAT00000016652	XM_008113737
ENSACAT00000003480	XM_003228280
ENSACAT00000003480	XM_008121878
ENSACAT00000003480	XM_008121879
ENSACAT00000005597	XM_003229279
ENSACAT00000026338	XM_008108049
ENSACAT00000026338	XM_008108050
ENSACAT00000013510	XM_003222027
ENSACAT00000013510	XM_008112653
ENSACAT00000013510	XM_016994369
ENSACAT00000008056	XM_003221010
ENSACAT00000009033	XM_008120223
ENSACAT00000009033	XM_008120224
ENSACAT00000009033	XM_008120225
ENSACAT00000015971	XM_003226160
ENSACAT00000015971	XM_008118860
ENSACAT00000002730	XM_008107467
ENSACAT00000009105	XM_008119829
ENSACAT00000010879	XM_003224548
ENSACAT00000015437	XM_003217360
ENSACAT00000015577	XM_003223193
ENSACAT00000016525	XM_003220396
ENSACAT00000017924	XM_003227202
ENSACAT00000030135	XM_008105748
ENSACAT00000007805	XM_003219675
ENSACAT00000012427	XM_008124655
ENSACAT00000025541	XM_003224523
ENSACAT00000001667	XM_003215413
ENSACAT00000001667	XM_008117278
ENSACAT00000000343	XM_003230447
ENSACAT00000006148	XM_008110201
ENSACAT00000010037	XM_003219425
ENSACAT00000015226	XM_003217342
ENSACAT00000002955	XM_003227501
ENSACAT00000016953	XM_003230351
ENSACAT00000009658	XM_003223636
ENSACAT00000013636	XM_003230459
ENSACAT00000002355	XM_003229191
ENSACAT00000007161	XM_003230416
ENSACAT00000006972	XM_003217255
ENSACAT00000005044	XM_003225205
ENSACAT00000009156	XM_008103875
ENSACAT00000000436	XM_003218678
ENSACAT00000024164	XM_008125241
ENSACAT00000012329	XM_008108334
ENSACAT00000012573	XM_008103068
ENSACAT00000014895	XM_008125309
ENSACAT00000015404	XM_003223256
ENSACAT00000000254	XM_003226744
ENSACAT00000002827	XM_003220331
ENSACAT00000004487	XM_008115546
ENSACAT00000004487	XM_008115547
ENSACAT00000004487	XM_008115548
ENSACAT00000008126	XM_003229315
ENSACAT00000008126	XM_008123339
ENSACAT00000008126	XM_008123340
ENSACAT00000000951	XM_008125490
ENSACAT00000005269	XM_008122424
ENSACAT00000010006	XM_008104623
ENSACAT00000017292	XM_008121950
ENSACAT00000021045	XM_003223879
ENSACAT00000028279	XM_003215919
ENSACAT00000003726	XM_008108736
ENSACAT00000005854	XM_003216652
ENSACAT00000007992	XM_008107778
ENSACAT00000007992	XM_008107779
ENSACAT00000007992	XM_008107780
ENSACAT00000007992	XM_008107781
ENSACAT00000007992	XM_008107782
ENSACAT00000007992	XM_008107783
ENSACAT00000007992	XM_008107784
ENSACAT00000007992	XM_008107785
ENSACAT00000009542	XM_003230575
ENSACAT00000011717	XM_008112049
ENSACAT00000012500	XM_003222684
ENSACAT00000012500	XM_008113580
ENSACAT00000013997	XM_003215603
ENSACAT00000014814	XM_003216208
ENSACAT00000014814	XM_008102779
ENSACAT00000001367	XM_008120234
ENSACAT00000005030	XM_003214920
ENSACAT00000007361	XM_003229015
ENSACAT00000007361	XM_008122934
ENSACAT00000012989	XM_003228808
ENSACAT00000024556	XM_003220055
ENSACAT00000024556	XM_008109177
ENSACAT00000024556	XM_008109178
ENSACAT00000027392	XM_008120183
ENSACAT00000027392	XM_008120190
ENSACAT00000027392	XM_008120198
ENSACAT00000027392	XM_008120204
ENSACAT00000023895	XM_008122011
ENSACAT00000009570	XM_003228138
ENSACAT00000009570	XM_008121679
ENSACAT00000001162	XM_008103381
ENSACAT00000006090	XM_008125845
ENSACAT00000011827	XM_003225298
ENSACAT00000015141	XM_008116723
ENSACAT00000015141	XM_008116724
ENSACAT00000027212	XM_003224547
ENSACAT00000006608	XM_008125925
ENSACAT00000007808	XM_003225405
ENSACAT00000007808	XM_008117728
ENSACAT00000007808	XM_008117729
ENSACAT00000007808	XM_016996237
ENSACAT00000008981	XM_003229887
ENSACAT00000017308	XM_003226198
ENSACAT00000017308	XM_008118909
ENSACAT00000017308	XM_008118910
ENSACAT00000024333	XM_008117454
ENSACAT00000028669	XM_008112148
ENSACAT00000028669	XM_008112149
ENSACAT00000028669	XM_008112150
ENSACAT00000028669	XM_008112151
ENSACAT00000028669	XM_008112152
ENSACAT00000028669	XM_008112153
ENSACAT00000030358	XM_008103846
ENSACAT00000005740	XM_008117508
ENSACAT00000010310	XM_008117049
ENSACAT00000010774	XM_003224522
ENSACAT00000010864	XM_008124615
ENSACAT00000010864	XM_008124616
ENSACAT00000012728	XM_008113210
ENSACAT00000012728	XM_008113211
ENSACAT00000014306	XM_008124991
ENSACAT00000016355	XM_003220884
ENSACAT00000016355	XM_008110585
ENSACAT00000016355	XM_008110586
ENSACAT00000016897	XM_008104212
ENSACAT00000026027	XM_003224530
ENSACAT00000030072	XM_008122757
ENSACAT00000001503	XM_003214464
ENSACAT00000014110	XM_003219316
ENSACAT00000014110	XM_008108086
ENSACAT00000014110	XM_008108087
ENSACAT00000028154	XM_008105755
ENSACAT00000004281	XM_008121234
ENSACAT00000012498	XM_003217810
ENSACAT00000023430	XM_003230479
ENSACAT00000006104	XM_003218724
ENSACAT00000011102	XM_003219210
ENSACAT00000011102	XM_008107823
ENSACAT00000011102	XM_008107824
ENSACAT00000013526	XM_008108071
ENSACAT00000013526	XM_008108072
ENSACAT00000013526	XM_008108073
ENSACAT00000013526	XM_008108074
ENSACAT00000013526	XM_008108075
ENSACAT00000016426	XM_008117104
ENSACAT00000014412	XM_008107396
ENSACAT00000015302	XM_003224892
ENSACAT00000015302	XM_008117018
ENSACAT00000017287	XM_003225691
ENSACAT00000017287	XM_008118209
ENSACAT00000017287	XM_008118210
ENSACAT00000017287	XM_008118211
ENSACAT00000017287	XM_008118212
ENSACAT00000017287	XM_008118213
ENSACAT00000017287	XM_008118214
ENSACAT00000017287	XM_008118215
ENSACAT00000005751	XM_003218385
ENSACAT00000005751	XM_008106464
ENSACAT00000000637	XM_008117609
ENSACAT00000004540	XM_003218265
ENSACAT00000023613	XM_008106891
ENSACAT00000023613	XM_008106892
ENSACAT00000023613	XM_008106893
ENSACAT00000023613	XM_008106894
ENSACAT00000023613	XM_008106895
ENSACAT00000000015	XM_003222176
ENSACAT00000000015	XM_008112712
ENSACAT00000002975	XM_003220729
ENSACAT00000013766	XM_008124461
ENSACAT00000027337	XM_008122422
ENSACAT00000009324	XM_008111341
ENSACAT00000010001	XM_008107873
ENSACAT00000010001	XM_008107874
ENSACAT00000010001	XM_008107875
ENSACAT00000011777	XM_008110812
ENSACAT00000013190	XM_003215321
ENSACAT00000013190	XM_008116637
ENSACAT00000013190	XM_008116641
ENSACAT00000013190	XM_008116649
ENSACAT00000015607	XM_003220624
ENSACAT00000021015	XM_003225046
ENSACAT00000001056	XM_003215809
ENSACAT00000001056	XM_008124194
ENSACAT00000006941	XM_008117541
ENSACAT00000006941	XM_008117542
ENSACAT00000006941	XM_008117543
ENSACAT00000007160	XM_003230291
ENSACAT00000014133	XM_008102710
ENSACAT00000014451	XM_008125005
ENSACAT00000007744	XM_008106177
ENSACAT00000009432	XM_008119995
ENSACAT00000022175	XM_003225464
ENSACAT00000022175	XM_008117830
ENSACAT00000006853	XM_008124899
ENSACAT00000013407	XM_008108469
ENSACAT00000000815	XM_008123826
ENSACAT00000009525	XM_008124743
ENSACAT00000015511	XM_003225043
ENSACAT00000025353	XM_003221716
ENSACAT00000006902	XM_003224692
ENSACAT00000006902	XM_008116668
ENSACAT00000006226	XM_003227923
ENSACAT00000006226	XM_008121328
ENSACAT00000006226	XM_008121330
ENSACAT00000006226	XM_008121331
ENSACAT00000006226	XM_008121332
ENSACAT00000006226	XM_008121333
ENSACAT00000007454	XM_008121359
ENSACAT00000003786	XM_003220570
ENSACAT00000003786	XM_008109883
ENSACAT00000029844	XM_008109880
ENSACAT00000029844	XM_008109881
ENSACAT00000029844	XM_008109882
ENSACAT00000029844	XM_008109884
ENSACAT00000029844	XM_008109886
ENSACAT00000029844	XM_008109887
ENSACAT00000025106	XM_003224895
ENSACAT00000025106	XM_008117022
ENSACAT00000003556	XM_003230545
ENSACAT00000006089	XM_003228500
ENSACAT00000006089	XM_008122207
ENSACAT00000017260	XM_003226203
ENSACAT00000017260	XM_008118923
ENSACAT00000017260	XM_008118924
ENSACAT00000000474	XM_003215279
ENSACAT00000000474	XM_008115201
ENSACAT00000023425	XM_008125693
ENSACAT00000006661	XM_008122325
ENSACAT00000006661	XM_008122326
ENSACAT00000006661	XM_008122327
ENSACAT00000012130	XM_003224164
ENSACAT00000008802	XM_003227089
ENSACAT00000003856	XM_008113330
ENSACAT00000009141	XM_008116109
ENSACAT00000013990	XM_003226418
ENSACAT00000005328	XM_008108483
ENSACAT00000009540	XM_003219127
ENSACAT00000009843	XM_008110021
ENSACAT00000009843	XM_008110022
ENSACAT00000022078	XM_003230307
ENSACAT00000011856	XM_003230505
ENSACAT00000011856	XM_008125106
ENSACAT00000011856	XM_008125107
ENSACAT00000011856	XM_008125108
ENSACAT00000006469	XM_008111530
ENSACAT00000006469	XR_506448
ENSACAT00000006469	XR_506449
ENSACAT00000002656	XM_003219775
ENSACAT00000002656	XM_008108789
ENSACAT00000004013	XM_003224909
ENSACAT00000004013	XM_008117023
ENSACAT00000004013	XM_008117024
ENSACAT00000008480	XM_003215500
ENSACAT00000008480	XM_003215501
ENSACAT00000008480	XM_008118900
ENSACAT00000008480	XM_008118904
ENSACAT00000008480	XM_008118908
ENSACAT00000008480	XM_008118913
ENSACAT00000008480	XM_008118925
ENSACAT00000008480	XM_008118938
ENSACAT00000008761	XM_003224894
ENSACAT00000008761	XM_008117021
ENSACAT00000016808	XM_003228045
ENSACAT00000022641	XM_008125446
ENSACAT00000006413	XM_003220477
ENSACAT00000001938	XM_003224199
ENSACAT00000010417	XM_003223682
ENSACAT00000010417	XM_003223683
ENSACAT00000010417	XM_008115179
ENSACAT00000010417	XM_008115181
ENSACAT00000010417	XM_008115182
ENSACAT00000010417	XM_008115183
ENSACAT00000012863	XM_003229742
ENSACAT00000014589	XM_008117016
ENSACAT00000014589	XM_008117017
ENSACAT00000010890	XM_003224152
ENSACAT00000011568	XM_003221056
ENSACAT00000028692	XM_003219574
ENSACAT00000028692	XM_008108584
ENSACAT00000028692	XM_008108585
ENSACAT00000000154	XM_008110051
ENSACAT00000000154	XM_008110052
ENSACAT00000000154	XM_008110053
ENSACAT00000013920	XM_008105305
ENSACAT00000017909	XM_003218974
ENSACAT00000026569	XM_008124092
ENSACAT00000009286	XM_003220418
ENSACAT00000009286	XM_008109791
ENSACAT00000009286	XM_008109792
ENSACAT00000011182	XM_008110894
ENSACAT00000011182	XM_008110895
ENSACAT00000011182	XM_008110896
ENSACAT00000011182	XM_008110897
ENSACAT00000011182	XM_008110898
ENSACAT00000017224	XM_008104229
ENSACAT00000017224	XM_008104230
ENSACAT00000017224	XM_008104231
ENSACAT00000007346	XM_008104063
ENSACAT00000011073	XM_003221120
ENSACAT00000017859	XM_008103155
ENSACAT00000017859	XM_008103156
ENSACAT00000017859	XM_008103157
ENSACAT00000017859	XM_008103158
ENSACAT00000007258	XM_003224284
ENSACAT00000007258	XM_008116136
ENSACAT00000021162	XM_003228988
ENSACAT00000001851	XM_003216550
ENSACAT00000004349	XM_003215764
ENSACAT00000007349	XM_003217768
ENSACAT00000002559	XM_003229588
ENSACAT00000024250	XM_003218679
ENSACAT00000024250	XM_008106877
ENSACAT00000013951	XM_008113161
ENSACAT00000014316	XM_008121651
ENSACAT00000015166	XM_008108482
ENSACAT00000017730	XM_008124460
ENSACAT00000004800	XM_008125031
ENSACAT00000010015	XM_003219398
ENSACAT00000027797	XM_008124291
ENSACAT00000014379	XM_003216102
ENSACAT00000014379	XM_008102699
ENSACAT00000000215	XM_003223652
ENSACAT00000000215	XM_016995237
ENSACAT00000006395	XM_008120788
ENSACAT00000011537	XM_008121348
ENSACAT00000012605	XM_003226095
ENSACAT00000012605	XM_008118792
ENSACAT00000012605	XM_008118793
ENSACAT00000004557	XM_008105929
ENSACAT00000004557	XM_008105936
ENSACAT00000004557	XM_008105937
ENSACAT00000016631	XM_008110633
ENSACAT00000016631	XM_008110634
ENSACAT00000016631	XM_008110635
ENSACAT00000016631	XM_008110636
ENSACAT00000030257	XM_008105523
ENSACAT00000030257	XM_008105524
ENSACAT00000030257	XM_008105525
ENSACAT00000030257	XM_008105526
ENSACAT00000030257	XM_016991703
ENSACAT00000012551	XM_008121302
ENSACAT00000003438	XM_003218303
ENSACAT00000000990	XM_008124025
ENSACAT00000001961	XM_003216467
ENSACAT00000001961	XM_008103257
ENSACAT00000001961	XM_008103258
ENSACAT00000002937	XM_003220753
ENSACAT00000003133	XM_008123548
ENSACAT00000003461	XM_003228425
ENSACAT00000004220	XM_008116895
ENSACAT00000007063	XM_008105146
ENSACAT00000014078	XM_008116439
ENSACAT00000022359	XM_008124485
ENSACAT00000026295	XM_008105482
ENSACAT00000026295	XM_008105483
ENSACAT00000026295	XM_008105484
ENSACAT00000029330	XM_003224907
ENSACAT00000001287	XM_003223424
ENSACAT00000007316	XM_008118998
ENSACAT00000007316	XM_008118999
ENSACAT00000007316	XM_008119000
ENSACAT00000007316	XM_008119001
ENSACAT00000007937	XM_003219083
ENSACAT00000008431	XM_008116903
ENSACAT00000008431	XM_008116904
ENSACAT00000010482	XM_008117330
ENSACAT00000017288	XM_003229679
ENSACAT00000017288	XR_507749
ENSACAT00000017940	XM_003223525
ENSACAT00000006892	XM_003221497
ENSACAT00000006892	XM_008111537
ENSACAT00000006892	XM_008111538
ENSACAT00000006892	XM_008111539
ENSACAT00000011507	XM_003230609
ENSACAT00000011617	XM_008118430
ENSACAT00000012707	XM_008117715
ENSACAT00000012707	XM_008117716
ENSACAT00000013611	XM_003225834
ENSACAT00000013946	XM_003222022
ENSACAT00000000063	XM_003214748
ENSACAT00000000063	XM_008107629
ENSACAT00000001004	XM_008119859
ENSACAT00000002058	XM_003223419
ENSACAT00000002058	XM_008114698
ENSACAT00000002058	XM_008114699
ENSACAT00000004909	XM_003228885
ENSACAT00000006382	XM_003227053
ENSACAT00000011918	XM_003218872
ENSACAT00000011918	XM_008107291
ENSACAT00000011918	XM_008107292
ENSACAT00000011918	XM_008107293
ENSACAT00000028865	XM_008125376
ENSACAT00000000074	XM_003214816
ENSACAT00000000074	XM_008107789
ENSACAT00000000074	XM_008107792
ENSACAT00000000074	XM_008107797
ENSACAT00000000074	XM_008107802
ENSACAT00000000724	XM_003221450
ENSACAT00000000724	XM_008111467
ENSACAT00000000724	XM_008111468
ENSACAT00000000724	XM_008111469
ENSACAT00000000724	XM_008111470
ENSACAT00000000724	XM_008111471
ENSACAT00000000724	XM_008111472
ENSACAT00000000724	XM_008111473
ENSACAT00000003588	XM_003230256
ENSACAT00000015345	XM_003224479
ENSACAT00000014130	XM_008114222
ENSACAT00000000948	XM_008119530
ENSACAT00000003118	XM_008113346
ENSACAT00000003735	XM_008119751
ENSACAT00000008185	XM_003217653
ENSACAT00000008185	XM_008105159
ENSACAT00000013996	XM_003223358
ENSACAT00000016228	XM_003214276
ENSACAT00000016783	XM_003222532
ENSACAT00000016783	XM_008113247
ENSACAT00000016783	XM_008113248
ENSACAT00000016798	XM_003217468
ENSACAT00000001290	XM_003223347
ENSACAT00000005414	XM_008107512
ENSACAT00000009177	XM_008113939
ENSACAT00000013598	XM_003222929
ENSACAT00000016397	XM_003216007
ENSACAT00000025570	XM_008123866
ENSACAT00000000408	XM_003230565
ENSACAT00000003686	XM_008123910
ENSACAT00000005297	XM_008110737
ENSACAT00000009332	XM_003216075
ENSACAT00000014517	XM_003224896
ENSACAT00000016763	XM_008113730
ENSACAT00000016768	XM_008113246
ENSACAT00000022415	XM_008124758
ENSACAT00000014525	XM_008109397
ENSACAT00000014525	XM_008109399
ENSACAT00000014525	XM_008109400
ENSACAT00000014525	XM_008109401
ENSACAT00000014525	XM_008109402
ENSACAT00000014525	XM_008109403
ENSACAT00000014525	XM_008109404
ENSACAT00000017098	XM_008107250
ENSACAT00000017098	XM_008107251
ENSACAT00000005223	XM_003228484
ENSACAT00000015139	XM_003215534
ENSACAT00000010618	XM_008118235
ENSACAT00000009239	XM_003224803
ENSACAT00000009239	XM_008116878
ENSACAT00000013306	XM_003222503
ENSACAT00000013306	XM_008113181
ENSACAT00000013306	XM_008113182
ENSACAT00000013306	XM_008113183
ENSACAT00000013306	XM_008113185
ENSACAT00000013306	XM_008113186
ENSACAT00000013306	XM_008113187
ENSACAT00000009607	XM_003226958
ENSACAT00000009607	XM_008119992
ENSACAT00000009607	XM_008119993
ENSACAT00000014310	NM_001291387
ENSACAT00000030564	XM_003221868
ENSACAT00000001606	XM_003225113
ENSACAT00000001606	XM_008117358
ENSACAT00000010233	XM_003221752
ENSACAT00000000006	XM_003221199
ENSACAT00000005305	XM_008103379
ENSACAT00000017124	XM_008118115
ENSACAT00000017124	XM_008118116
ENSACAT00000017124	XM_008118117
ENSACAT00000017124	XM_008118118
ENSACAT00000008059	XM_003223869
ENSACAT00000030228	XM_008121023
ENSACAT00000011018	XM_003214888
ENSACAT00000003917	XM_008117845
ENSACAT00000004029	XM_003228255
ENSACAT00000016703	XM_003224948
ENSACAT00000003788	XM_003221688
ENSACAT00000005585	XM_008116899
ENSACAT00000007414	XM_003217728
ENSACAT00000007414	XM_008105295
ENSACAT00000017400	XM_003222548
ENSACAT00000017400	XM_008113298
ENSACAT00000017400	XM_008113302
ENSACAT00000017400	XM_008113313
ENSACAT00000017400	XM_008113315
ENSACAT00000022887	XM_008116864
ENSACAT00000022887	XM_008116865
ENSACAT00000003291	XM_003216129
ENSACAT00000010298	XM_008114398
ENSACAT00000010298	XM_008114399
ENSACAT00000010298	XM_008114400
ENSACAT00000010298	XM_008114401
ENSACAT00000017229	XM_003222432
ENSACAT00000012915	XM_008123955
ENSACAT00000010360	XM_008114812
ENSACAT00000018018	XM_003220459
ENSACAT00000018018	XM_008109851
ENSACAT00000022915	XM_008121322
ENSACAT00000005281	XM_008122185
ENSACAT00000003514	XM_008122529
ENSACAT00000003514	XM_008122530
ENSACAT00000007880	XM_003216856
ENSACAT00000016831	XM_003226072
ENSACAT00000016157	XM_008113376
ENSACAT00000002560	XM_008103105
ENSACAT00000002560	XM_008103106
ENSACAT00000002560	XM_008103107
ENSACAT00000002560	XM_008103109
ENSACAT00000007857	XM_003220138
ENSACAT00000007857	XM_008109341
ENSACAT00000007857	XM_008109342
ENSACAT00000011046	XM_008115904
ENSACAT00000013524	XM_008116579
ENSACAT00000015161	XM_003217365
ENSACAT00000005714	XM_008125941
ENSACAT00000015539	XM_008117578
ENSACAT00000026702	XM_008124370
ENSACAT00000002948	XM_008123249
ENSACAT00000010096	XM_003229569
ENSACAT00000023988	XM_003218591
ENSACAT00000023988	XM_008106754
ENSACAT00000004648	XM_008122294
ENSACAT00000004648	XM_008122295
ENSACAT00000004648	XM_008122296
ENSACAT00000012659	XM_003221295
ENSACAT00000012659	XM_008111022
ENSACAT00000005393	XM_008107502
ENSACAT00000010131	XM_008124041
ENSACAT00000016093	XM_008117231
ENSACAT00000001587	XM_003215561
ENSACAT00000001653	XM_008111835
ENSACAT00000003821	XM_003219754
ENSACAT00000003821	XM_008108815
ENSACAT00000010492	XM_003215459
ENSACAT00000012269	XM_008117784
ENSACAT00000012484	XM_003221846
ENSACAT00000012484	XM_008112147
ENSACAT00000014764	XM_003215345
ENSACAT00000015847	XM_008115329
ENSACAT00000018068	XM_003224309
ENSACAT00000018068	XM_008116160
ENSACAT00000027704	XM_003226506
ENSACAT00000030466	XM_003227442
ENSACAT00000030808	XM_003215742
ENSACAT00000014340	XM_008120359
ENSACAT00000016884	XM_008103015
ENSACAT00000014647	XM_003228633
ENSACAT00000017300	XM_008118208
ENSACAT00000011565	XM_003222372
ENSACAT00000018021	XM_003222478
ENSACAT00000018021	XM_008113408
ENSACAT00000018021	XM_008113409
ENSACAT00000006336	XM_003225317
ENSACAT00000001821	XM_008124864
ENSACAT00000011371	XM_008120987
ENSACAT00000004908	XM_003224089
ENSACAT00000009176	XM_008107516
ENSACAT00000009176	XM_008107517
ENSACAT00000009176	XM_008107518
ENSACAT00000009176	XM_008107519
ENSACAT00000009176	XM_008107520
ENSACAT00000009176	XM_008107521
ENSACAT00000011606	XM_008123044
ENSACAT00000023772	XM_008125103
ENSACAT00000009042	XM_008118712
ENSACAT00000023472	XM_008113075
ENSACAT00000002824	XM_008120723
ENSACAT00000010642	XM_008112098
ENSACAT00000010642	XM_008112099
ENSACAT00000000636	XM_008124248
ENSACAT00000000636	XM_008124255
ENSACAT00000000636	XM_008124259
ENSACAT00000000636	XM_008124267
ENSACAT00000000636	XM_008124274
ENSACAT00000000636	XM_008124279
ENSACAT00000015440	XM_008104145
ENSACAT00000015440	XM_008104146
ENSACAT00000015440	XM_008104147
ENSACAT00000015440	XM_008104148
ENSACAT00000012613	XM_003221849
ENSACAT00000029810	XM_008112156
ENSACAT00000013915	XM_008115822
ENSACAT00000005806	XM_008114113
ENSACAT00000005806	XM_008114114
ENSACAT00000010834	XM_008104602
ENSACAT00000010834	XM_008104603
ENSACAT00000011514	XM_008105493
ENSACAT00000015569	XM_008117571
ENSACAT00000015569	XM_008117574
ENSACAT00000015569	XM_008117576
ENSACAT00000015569	XM_008117577
ENSACAT00000012761	XM_003222136
ENSACAT00000006327	XM_003224865
ENSACAT00000010602	XM_003225087
ENSACAT00000014002	XM_003217773
ENSACAT00000001112	XM_003221323
ENSACAT00000006260	XM_003216016
ENSACAT00000006260	XM_008125833
ENSACAT00000006260	XM_008125834
ENSACAT00000011094	XM_008118802
ENSACAT00000027300	XM_008124906
ENSACAT00000030249	XM_008111230
ENSACAT00000016097	XM_008124447
ENSACAT00000009691	XM_008108225
ENSACAT00000009691	XM_008108226
ENSACAT00000023305	XM_008108475
ENSACAT00000002538	XM_003220271
ENSACAT00000003594	XM_003219993
ENSACAT00000007575	XM_008119064
ENSACAT00000004500	XM_008114952
ENSACAT00000009131	XM_003227727
ENSACAT00000009114	XM_003223852
ENSACAT00000009114	XM_008115361
ENSACAT00000013429	XM_008113175
