HUMAN00001	ENST00000335137
HUMAN15983	ENST00000221459
HUMAN15986	ENST00000408991
HUMAN15987	ENST00000602351
HUMAN15987	ENST00000334186
HUMAN15988	ENST00000252825
HUMAN15990	ENST00000427978
HUMAN15990	ENST00000252826
HUMAN15991	ENST00000454748
HUMAN15991	ENST00000335875
HUMAN15996	ENST00000426897
HUMAN15996	ENST00000598095
HUMAN15996	ENST00000323906
HUMAN15999	ENST00000311227
HUMAN15999	ENST00000377214
HUMAN15999	ENST00000539846
HUMAN15999	ENST00000593945
HUMAN15999	ENST00000601519
HUMAN15999	ENST00000598810
HUMAN16001	ENST00000221498
HUMAN16002	ENST00000447857
HUMAN16004	ENST00000270631
HUMAN16005	ENST00000610896
HUMAN16005	ENST00000576655
HUMAN16006	ENST00000600601
HUMAN16006	ENST00000221485
HUMAN16008	ENST00000596049
HUMAN16008	ENST00000262265
HUMAN16012	ENST00000455361
HUMAN16012	ENST00000293350
HUMAN16014	ENST00000204637
HUMAN16014	ENST00000594009
HUMAN16014	ENST00000595510
HUMAN16014	ENST00000600429
HUMAN16014	ENST00000597551
HUMAN16018	ENST00000467825
HUMAN16019	ENST00000270625
HUMAN16021	ENST00000426395
HUMAN16021	ENST00000221466
HUMAN16023	ENST00000270645
HUMAN16024	ENST00000339093
HUMAN16025	ENST00000246794
HUMAN16027	ENST00000418929
HUMAN16028	ENST00000246792
HUMAN16029	ENST00000360565
HUMAN16030	ENST00000309877
HUMAN16030	ENST00000377139
HUMAN16030	ENST00000442265
HUMAN16030	ENST00000596765
HUMAN16030	ENST00000597198
HUMAN16030	ENST00000599223
HUMAN16030	ENST00000600022
HUMAN16030	ENST00000601291
HUMAN16032	ENST00000246785
HUMAN16032	ENST00000441864
HUMAN16032	ENST00000616144
HUMAN16034	ENST00000391851
HUMAN16034	ENST00000610806
HUMAN16034	ENST00000454376
HUMAN16035	ENST00000420022
HUMAN16037	ENST00000392518
HUMAN16037	ENST00000405931
HUMAN16037	ENST00000598293
HUMAN16037	ENST00000323446
HUMAN16039	ENST00000246801
HUMAN16040	ENST00000354293
HUMAN16040	ENST00000359032
HUMAN16042	ENST00000528094
HUMAN16042	ENST00000313777
HUMAN16044	ENST00000538643
HUMAN16044	ENST00000312865
HUMAN16048	ENST00000599732
HUMAN16048	ENST00000601675
HUMAN16048	ENST00000391842
HUMAN16051	ENST00000596014
HUMAN16051	ENST00000322344
HUMAN16053	ENST00000344175
HUMAN16053	ENST00000391831
HUMAN16053	ENST00000391832
HUMAN16053	ENST00000391833
HUMAN16053	ENST00000391834
HUMAN16053	ENST00000391835
HUMAN16054	ENST00000221543
HUMAN16057	ENST00000391826
HUMAN16057	ENST00000595948
HUMAN16057	ENST00000341114
HUMAN16058	ENST00000352066
HUMAN16058	ENST00000596217
HUMAN16058	ENST00000597029
HUMAN16058	ENST00000422090
HUMAN16059	ENST00000423777
HUMAN16059	ENST00000595125
HUMAN16061	ENST00000426971
HUMAN16061	ENST00000447370
HUMAN16062	ENST00000377011
HUMAN16062	ENST00000594092
HUMAN16062	ENST00000594948
HUMAN16062	ENST00000599538
HUMAN16062	ENST00000601341
HUMAN16062	ENST00000316763
HUMAN16065	ENST00000270617
HUMAN16065	ENST00000391821
HUMAN16065	ENST00000595661
HUMAN16067	ENST00000293405
HUMAN16070	ENST00000376970
HUMAN16070	ENST00000425460
HUMAN16070	ENST00000596571
HUMAN16070	ENST00000598205
HUMAN16070	ENST00000642316
HUMAN16070	ENST00000601313
HUMAN16072	ENST00000477616
HUMAN16073	ENST00000411902
HUMAN16073	ENST00000593926
HUMAN16073	ENST00000652203
HUMAN16073	ENST00000253727
HUMAN16074	ENST00000253719
HUMAN16075	ENST00000595904
HUMAN16075	ENST00000613923
HUMAN16076	ENST00000599632
HUMAN16078	ENST00000357701
HUMAN16079	ENST00000595790
HUMAN16079	ENST00000600100
HUMAN16082	ENST00000334976
HUMAN16082	ENST00000376918
HUMAN16085	ENST00000595669
HUMAN16085	ENST00000598418
HUMAN16085	ENST00000601423
HUMAN16086	ENST00000376916
HUMAN16086	ENST00000389208
HUMAN16088	ENST00000389201
HUMAN16088	ENST00000652263
HUMAN16088	ENST00000599957
HUMAN16090	ENST00000593901
HUMAN16090	ENST00000600079
HUMAN16090	ENST00000338916
HUMAN16091	ENST00000425202
HUMAN16092	ENST00000391814
HUMAN16093	ENST00000250340
HUMAN16094	ENST00000270590
HUMAN16097	ENST00000270593
HUMAN16098	ENST00000345523
HUMAN16098	ENST00000391812
HUMAN16098	ENST00000598463
HUMAN16100	ENST00000301420
HUMAN16101	ENST00000326856
HUMAN16101	ENST00000598239
HUMAN16104	ENST00000598145
HUMAN16105	ENST00000325321
HUMAN16108	ENST00000324041
HUMAN16109	ENST00000336334
HUMAN16109	ENST00000593428
HUMAN16109	ENST00000391809
HUMAN16110	ENST00000310157
HUMAN16110	ENST00000391808
HUMAN16110	ENST00000594641
HUMAN16110	ENST00000597379
HUMAN16110	ENST00000599881
HUMAN16110	ENST00000376851
HUMAN16111	ENST00000595820
HUMAN16111	ENST00000597707
HUMAN16111	ENST00000391807
HUMAN16112	ENST00000320838
HUMAN16112	ENST00000347619
HUMAN16112	ENST00000593490
HUMAN16112	ENST00000600767
HUMAN16112	ENST00000391806
HUMAN16113	ENST00000544410
HUMAN16113	ENST00000594211
HUMAN16113	ENST00000250366
HUMAN16114	ENST00000358789
HUMAN16114	ENST00000391805
HUMAN16114	ENST00000309958
HUMAN16115	ENST00000319720
HUMAN16115	ENST00000391804
HUMAN16115	ENST00000453757
HUMAN16115	ENST00000594768
HUMAN16118	ENST00000319590
HUMAN16118	ENST00000525263
HUMAN16118	ENST00000529888
HUMAN16118	ENST00000250351
HUMAN16121	ENST00000335422
HUMAN16121	ENST00000595793
HUMAN16122	ENST00000391802
HUMAN16122	ENST00000156499
HUMAN16123	ENST00000421832
HUMAN16124	ENST00000250360
HUMAN16124	ENST00000440804
HUMAN16127	ENST00000305628
HUMAN16127	ENST00000536156
HUMAN16127	ENST00000600577
HUMAN16127	ENST00000317643
HUMAN16129	ENST00000391796
HUMAN16129	ENST00000421133
HUMAN16129	ENST00000262262
HUMAN16131	ENST00000614422
HUMAN16131	ENST00000316401
HUMAN16132	ENST00000270642
HUMAN16133	ENST00000335624
HUMAN16134	ENST00000309244
HUMAN16134	ENST00000354232
HUMAN16137	ENST00000601435
HUMAN16137	ENST00000291715
HUMAN16140	ENST00000221978
HUMAN16141	ENST00000596399
HUMAN16141	ENST00000221973
HUMAN16142	ENST00000574814
HUMAN16143	ENST00000353836
HUMAN16143	ENST00000436984
HUMAN16143	ENST00000439889
HUMAN16143	ENST00000441969
HUMAN16143	ENST00000442846
HUMAN16143	ENST00000339313
HUMAN16144	ENST00000340550
HUMAN16144	ENST00000321424
HUMAN16145	ENST00000396477
HUMAN16146	ENST00000598614
HUMAN16146	ENST00000291707
HUMAN16147	ENST00000343300
HUMAN16147	ENST00000346477
HUMAN16147	ENST00000359982
HUMAN16147	ENST00000391797
HUMAN16147	ENST00000436458
HUMAN16147	ENST00000425629
HUMAN16149	ENST00000262259
HUMAN16151	ENST00000534261
HUMAN16152	ENST00000534261
HUMAN16152	ENST00000599649
HUMAN16153	ENST00000360844
HUMAN16154	ENST00000637797
HUMAN16155	ENST00000601714
HUMAN16156	ENST00000304748
HUMAN16156	ENST00000595042
HUMAN16157	ENST00000598776
HUMAN16157	ENST00000598953
HUMAN16157	ENST00000340023
HUMAN16158	ENST00000595991
HUMAN16158	ENST00000339223
HUMAN16159	ENST00000451628
HUMAN16159	ENST00000639636
HUMAN16159	ENST00000301399
HUMAN16160	ENST00000354957
HUMAN16161	ENST00000391794
HUMAN16161	ENST00000293471
HUMAN16163	ENST00000243644
HUMAN16164	ENST00000376716
HUMAN16164	ENST00000598071
HUMAN16164	ENST00000602063
HUMAN16164	ENST00000618487
HUMAN16164	ENST00000594083
HUMAN16167	ENST00000270649
HUMAN16167	ENST00000356322
HUMAN16168	ENST00000221315
HUMAN16168	ENST00000594154
HUMAN16169	ENST00000389534
HUMAN16169	ENST00000426391
HUMAN16169	ENST00000594295
HUMAN16170	ENST00000600228
HUMAN16173	ENST00000322146
HUMAN16175	ENST00000322088
HUMAN16180	ENST00000593612
HUMAN16181	ENST00000335090
HUMAN16181	ENST00000595962
HUMAN16181	ENST00000468240
HUMAN16183	ENST00000327920
HUMAN16183	ENST00000403906
HUMAN16183	ENST00000601151
HUMAN16183	ENST00000613461
HUMAN16183	ENST00000616431
HUMAN16183	ENST00000321287
HUMAN16187	ENST00000344085
HUMAN16187	ENST00000422689
HUMAN16189	ENST00000360465
HUMAN16193	ENST00000433050
HUMAN16193	ENST00000332323
HUMAN16194	ENST00000421239
HUMAN16195	ENST00000487863
HUMAN16195	ENST00000652567
HUMAN16195	ENST00000359798
HUMAN16198	ENST00000391785
HUMAN16198	ENST00000540331
HUMAN16198	ENST00000301093
HUMAN16200	ENST00000536937
HUMAN16200	ENST00000541777
HUMAN16200	ENST00000545872
HUMAN16200	ENST00000597597
HUMAN16200	ENST00000301096
HUMAN16205	ENST00000319783
HUMAN16205	ENST00000453741
HUMAN16205	ENST00000543227
HUMAN16205	ENST00000595798
HUMAN16205	ENST00000602162
HUMAN16205	ENST00000652185
HUMAN16205	ENST00000540744
HUMAN16209	ENST00000338230
HUMAN16210	ENST00000438150
HUMAN16210	ENST00000457749
HUMAN16213	ENST00000595646
HUMAN16217	ENST00000595635
HUMAN16217	ENST00000391781
HUMAN16218	ENST00000391777
HUMAN16219	ENST00000444460
HUMAN16219	ENST00000357666
HUMAN16223	ENST00000602168
HUMAN16224	ENST00000601417
HUMAN16225	ENST00000418871
HUMAN16225	ENST00000429604
HUMAN16225	ENST00000355147
HUMAN16225	ENST00000599056
HUMAN16228	ENST00000243643
HUMAN16228	ENST00000421033
HUMAN16228	ENST00000601493
HUMAN16228	ENST00000500065
HUMAN16233	ENST00000334197
HUMAN16233	ENST00000601469
HUMAN16233	ENST00000452676
HUMAN16234	ENST00000650736
HUMAN16234	ENST00000396424
HUMAN16235	ENST00000333952
HUMAN16235	ENST00000598513
HUMAN16240	ENST00000341702
HUMAN16241	ENST00000311170
HUMAN16242	ENST00000426466
HUMAN16244	ENST00000474037
HUMAN16247	ENST00000458035
HUMAN16247	ENST00000595091
HUMAN16249	ENST00000594030
HUMAN16249	ENST00000396408
HUMAN16249	ENST00000504235
HUMAN16251	ENST00000454407
HUMAN16251	ENST00000432094
HUMAN16253	ENST00000396403
HUMAN16255	ENST00000411977
HUMAN16255	ENST00000449416
HUMAN16255	ENST00000504493
HUMAN16255	ENST00000511154
HUMAN16255	ENST00000511593
HUMAN16255	ENST00000512387
HUMAN16255	ENST00000513999
HUMAN16255	ENST00000648122
HUMAN16255	ENST00000648236
HUMAN16255	ENST00000648397
HUMAN16255	ENST00000648511
HUMAN16255	ENST00000649326
HUMAN16255	ENST00000253144
HUMAN16256	ENST00000376650
HUMAN16257	ENST00000324134
HUMAN16257	ENST00000391775
HUMAN16257	ENST00000391773
HUMAN16258	ENST00000391768
HUMAN16258	ENST00000391769
HUMAN16258	ENST00000391770
HUMAN16258	ENST00000391771
HUMAN16258	ENST00000421337
HUMAN16258	ENST00000336967
HUMAN16259	ENST00000263431
HUMAN16260	ENST00000222212
HUMAN16260	ENST00000391767
HUMAN16261	ENST00000270458
HUMAN16262	ENST00000252729
HUMAN16263	ENST00000376626
HUMAN16263	ENST00000447872
HUMAN16263	ENST00000610629
HUMAN16263	ENST00000610794
HUMAN16263	ENST00000610804
HUMAN16263	ENST00000611293
HUMAN16263	ENST00000612105
HUMAN16263	ENST00000612436
HUMAN16263	ENST00000612864
HUMAN16263	ENST00000613042
HUMAN16263	ENST00000615235
HUMAN16263	ENST00000615508
HUMAN16263	ENST00000616717
HUMAN16263	ENST00000617115
HUMAN16263	ENST00000617281
HUMAN16263	ENST00000617776
HUMAN16263	ENST00000617862
HUMAN16263	ENST00000619024
HUMAN16263	ENST00000619921
HUMAN16263	ENST00000620474
HUMAN16263	ENST00000622762
HUMAN16263	ENST00000338372
HUMAN16264	ENST00000616041
HUMAN16266	ENST00000616447
HUMAN16268	ENST00000485876
HUMAN16268	ENST00000610406
HUMAN16268	ENST00000612327
HUMAN16268	ENST00000613276
HUMAN16268	ENST00000617282
HUMAN16268	ENST00000618338
HUMAN16268	ENST00000619253
HUMAN16268	ENST00000619966
HUMAN16268	ENST00000620289
HUMAN16268	ENST00000621307
HUMAN16268	ENST00000622523
HUMAN16268	ENST00000419113
HUMAN16272	ENST00000391758
HUMAN16272	ENST00000611344
HUMAN16272	ENST00000611514
HUMAN16272	ENST00000611935
HUMAN16272	ENST00000614788
HUMAN16272	ENST00000615534
HUMAN16272	ENST00000615620
HUMAN16272	ENST00000616277
HUMAN16272	ENST00000616798
HUMAN16272	ENST00000617348
HUMAN16272	ENST00000619581
HUMAN16272	ENST00000391759
HUMAN16273	ENST00000419967
HUMAN16273	ENST00000613693
HUMAN16273	ENST00000619391
HUMAN16273	ENST00000321030
HUMAN16276	ENST00000447684
HUMAN16279	ENST00000222224
HUMAN16281	ENST00000617472
HUMAN16282	ENST00000338624
HUMAN16282	ENST00000391754
HUMAN16282	ENST00000431666
HUMAN16282	ENST00000610862
HUMAN16282	ENST00000611239
HUMAN16282	ENST00000611602
HUMAN16282	ENST00000612053
HUMAN16282	ENST00000612567
HUMAN16282	ENST00000613506
HUMAN16282	ENST00000613746
HUMAN16282	ENST00000614279
HUMAN16282	ENST00000615282
HUMAN16282	ENST00000615453
HUMAN16282	ENST00000617012
HUMAN16282	ENST00000617656
HUMAN16282	ENST00000617772
HUMAN16282	ENST00000618378
HUMAN16282	ENST00000618826
HUMAN16282	ENST00000618899
HUMAN16282	ENST00000619670
HUMAN16282	ENST00000619745
HUMAN16282	ENST00000619842
HUMAN16282	ENST00000619855
HUMAN16282	ENST00000620311
HUMAN16282	ENST00000620371
HUMAN16282	ENST00000620636
HUMAN16282	ENST00000621146
HUMAN16282	ENST00000621455
HUMAN16282	ENST00000621612
HUMAN16282	ENST00000621875
HUMAN16282	ENST00000245615
HUMAN16284	ENST00000613337
HUMAN16284	ENST00000613653
HUMAN16284	ENST00000614483
HUMAN16284	ENST00000614734
HUMAN16284	ENST00000615811
HUMAN16284	ENST00000617543
HUMAN16284	ENST00000618447
HUMAN16284	ENST00000619263
HUMAN16284	ENST00000619273
HUMAN16284	ENST00000429671
HUMAN16285	ENST00000391752
HUMAN16285	ENST00000391753
HUMAN16285	ENST00000610826
HUMAN16285	ENST00000610953
HUMAN16285	ENST00000611921
HUMAN16285	ENST00000614737
HUMAN16285	ENST00000615346
HUMAN16285	ENST00000616082
HUMAN16285	ENST00000616536
HUMAN16285	ENST00000616839
HUMAN16285	ENST00000616877
HUMAN16285	ENST00000616928
HUMAN16285	ENST00000617291
HUMAN16285	ENST00000618751
HUMAN16285	ENST00000619229
HUMAN16285	ENST00000620720
HUMAN16285	ENST00000620940
HUMAN16285	ENST00000302907
HUMAN16287	ENST00000346401
HUMAN16288	ENST00000396365
HUMAN16289	ENST00000449561
HUMAN16290	ENST00000391749
HUMAN16291	ENST00000486742
HUMAN16291	ENST00000611164
HUMAN16291	ENST00000612266
HUMAN16291	ENST00000612621
HUMAN16291	ENST00000613559
HUMAN16291	ENST00000614299
HUMAN16291	ENST00000615820
HUMAN16291	ENST00000616133
HUMAN16291	ENST00000618711
HUMAN16291	ENST00000619516
HUMAN16291	ENST00000620091
HUMAN16291	ENST00000620692
HUMAN16291	ENST00000620898
HUMAN16291	ENST00000621042
HUMAN16291	ENST00000621482
HUMAN16291	ENST00000432233
HUMAN16292	ENST00000291759
HUMAN16294	ENST00000391742
HUMAN16298	ENST00000301194
HUMAN16298	ENST00000376530
HUMAN16298	ENST00000611133
HUMAN16298	ENST00000611471
HUMAN16298	ENST00000611711
HUMAN16298	ENST00000614387
HUMAN16298	ENST00000614458
HUMAN16298	ENST00000616929
HUMAN16298	ENST00000619450
HUMAN16298	ENST00000619453
HUMAN16298	ENST00000619591
HUMAN16298	ENST00000620133
HUMAN16298	ENST00000620298
HUMAN16298	ENST00000622771
HUMAN16298	ENST00000376531
HUMAN16299	ENST00000610347
HUMAN16301	ENST00000622643
HUMAN16301	ENST00000611161
HUMAN16302	ENST00000611094
HUMAN16302	ENST00000617756
HUMAN16302	ENST00000619217
HUMAN16302	ENST00000301200
HUMAN16303	ENST00000351841
HUMAN16303	ENST00000612901
HUMAN16303	ENST00000620256
HUMAN16303	ENST00000621280
HUMAN16303	ENST00000622556
HUMAN16303	ENST00000301202
HUMAN16304	ENST00000620623
HUMAN16304	ENST00000610811
HUMAN16305	ENST00000251377
HUMAN16307	ENST00000453777
HUMAN16307	ENST00000617170
HUMAN16307	ENST00000620606
HUMAN16307	ENST00000628480
HUMAN16307	ENST00000631007
HUMAN16307	ENST00000251372
HUMAN16308	ENST00000427581
HUMAN16310	ENST00000391733
HUMAN16311	ENST00000614255
HUMAN16311	ENST00000640839
HUMAN16311	ENST00000291860
HUMAN16312	ENST00000610407
HUMAN16312	ENST00000611207
HUMAN16312	ENST00000611369
HUMAN16312	ENST00000611821
HUMAN16312	ENST00000611990
HUMAN16312	ENST00000614792
HUMAN16312	ENST00000615091
HUMAN16312	ENST00000615739
HUMAN16312	ENST00000617150
HUMAN16312	ENST00000617242
HUMAN16312	ENST00000617404
HUMAN16312	ENST00000617593
HUMAN16312	ENST00000617790
HUMAN16312	ENST00000619702
HUMAN16312	ENST00000619995
HUMAN16312	ENST00000620549
HUMAN16312	ENST00000622644
HUMAN16312	ENST00000638813
HUMAN16312	ENST00000638851
HUMAN16312	ENST00000639089
HUMAN16312	ENST00000639101
HUMAN16312	ENST00000639176
HUMAN16312	ENST00000640485
HUMAN16312	ENST00000342376
HUMAN16313	ENST00000638780
HUMAN16313	ENST00000639616
HUMAN16313	ENST00000640546
HUMAN16313	ENST00000640661
HUMAN16313	ENST00000291633
HUMAN16314	ENST00000610608
HUMAN16314	ENST00000614253
HUMAN16314	ENST00000619946
HUMAN16314	ENST00000621258
HUMAN16314	ENST00000622350
HUMAN16314	ENST00000638613
HUMAN16314	ENST00000640434
HUMAN16314	ENST00000640795
HUMAN16314	ENST00000396284
HUMAN16315	ENST00000358178
HUMAN16315	ENST00000612668
HUMAN16315	ENST00000616188
HUMAN16315	ENST00000621353
HUMAN16315	ENST00000639353
HUMAN16315	ENST00000639813
HUMAN16315	ENST00000640111
HUMAN16315	ENST00000640788
HUMAN16315	ENST00000391728
HUMAN16318	ENST00000270442
HUMAN16318	ENST00000611608
HUMAN16318	ENST00000611628
HUMAN16318	ENST00000611859
HUMAN16318	ENST00000612138
HUMAN16318	ENST00000613610
HUMAN16318	ENST00000613612
HUMAN16318	ENST00000614753
HUMAN16318	ENST00000617354
HUMAN16318	ENST00000617481
HUMAN16318	ENST00000617666
HUMAN16318	ENST00000617957
HUMAN16318	ENST00000618273
HUMAN16318	ENST00000619683
HUMAN16318	ENST00000620817
HUMAN16318	ENST00000621155
HUMAN16318	ENST00000622024
HUMAN16318	ENST00000622453
HUMAN16318	ENST00000622579
HUMAN16318	ENST00000638330
HUMAN16318	ENST00000638726
HUMAN16318	ENST00000638805
HUMAN16318	ENST00000638891
HUMAN16318	ENST00000638970
HUMAN16318	ENST00000639252
HUMAN16318	ENST00000639313
HUMAN16318	ENST00000640782
HUMAN16318	ENST00000326321
HUMAN16320	ENST00000345937
HUMAN16320	ENST00000353758
HUMAN16320	ENST00000359272
HUMAN16320	ENST00000391723
HUMAN16320	ENST00000391724
HUMAN16320	ENST00000391725
HUMAN16320	ENST00000391726
HUMAN16320	ENST00000469767
HUMAN16320	ENST00000610340
HUMAN16320	ENST00000610397
HUMAN16320	ENST00000610786
HUMAN16320	ENST00000611018
HUMAN16320	ENST00000611130
HUMAN16320	ENST00000611871
HUMAN16320	ENST00000611943
HUMAN16320	ENST00000612150
HUMAN16320	ENST00000612159
HUMAN16320	ENST00000612505
HUMAN16320	ENST00000612803
HUMAN16320	ENST00000612815
HUMAN16320	ENST00000612918
HUMAN16320	ENST00000613199
HUMAN16320	ENST00000613201
HUMAN16320	ENST00000613298
HUMAN16320	ENST00000613318
HUMAN16320	ENST00000613663
HUMAN16320	ENST00000613685
HUMAN16320	ENST00000614226
HUMAN16320	ENST00000614298
HUMAN16320	ENST00000614433
HUMAN16320	ENST00000614689
HUMAN16320	ENST00000614893
HUMAN16320	ENST00000614917
HUMAN16320	ENST00000614954
HUMAN16320	ENST00000615040
HUMAN16320	ENST00000615110
HUMAN16320	ENST00000615361
HUMAN16320	ENST00000615703
HUMAN16320	ENST00000615719
HUMAN16320	ENST00000615800
HUMAN16320	ENST00000615829
HUMAN16320	ENST00000615937
HUMAN16320	ENST00000616340
HUMAN16320	ENST00000616878
HUMAN16320	ENST00000616969
HUMAN16320	ENST00000617025
HUMAN16320	ENST00000617609
HUMAN16320	ENST00000617696
HUMAN16320	ENST00000617762
HUMAN16320	ENST00000617766
HUMAN16320	ENST00000617778
HUMAN16320	ENST00000617964
HUMAN16320	ENST00000618271
HUMAN16320	ENST00000618287
HUMAN16320	ENST00000618328
HUMAN16320	ENST00000618658
HUMAN16320	ENST00000618805
HUMAN16320	ENST00000618985
HUMAN16320	ENST00000619073
HUMAN16320	ENST00000619155
HUMAN16320	ENST00000619385
HUMAN16320	ENST00000619414
HUMAN16320	ENST00000619822
HUMAN16320	ENST00000620162
HUMAN16320	ENST00000620179
HUMAN16320	ENST00000620270
HUMAN16320	ENST00000620397
HUMAN16320	ENST00000620801
HUMAN16320	ENST00000620822
HUMAN16320	ENST00000620873
HUMAN16320	ENST00000621004
HUMAN16320	ENST00000621009
HUMAN16320	ENST00000621289
HUMAN16320	ENST00000621417
HUMAN16320	ENST00000621684
HUMAN16320	ENST00000621702
HUMAN16320	ENST00000621755
HUMAN16320	ENST00000621882
HUMAN16320	ENST00000622157
HUMAN16320	ENST00000622470
HUMAN16320	ENST00000622491
HUMAN16320	ENST00000622543
HUMAN16320	ENST00000622646
HUMAN16320	ENST00000622737
HUMAN16320	ENST00000622777
HUMAN16320	ENST00000622883
HUMAN16320	ENST00000622904
HUMAN16320	ENST00000638206
HUMAN16320	ENST00000638212
HUMAN16320	ENST00000638244
HUMAN16320	ENST00000638285
HUMAN16320	ENST00000638453
HUMAN16320	ENST00000638527
HUMAN16320	ENST00000638553
HUMAN16320	ENST00000638625
HUMAN16320	ENST00000638882
HUMAN16320	ENST00000638900
HUMAN16320	ENST00000638945
HUMAN16320	ENST00000638966
HUMAN16320	ENST00000638995
HUMAN16320	ENST00000639014
HUMAN16320	ENST00000639163
HUMAN16320	ENST00000639178
HUMAN16320	ENST00000639193
HUMAN16320	ENST00000639223
HUMAN16320	ENST00000639402
HUMAN16320	ENST00000639426
HUMAN16320	ENST00000639428
HUMAN16320	ENST00000639455
HUMAN16320	ENST00000639575
HUMAN16320	ENST00000639763
HUMAN16320	ENST00000640025
HUMAN16320	ENST00000640032
HUMAN16320	ENST00000640047
HUMAN16320	ENST00000640063
HUMAN16320	ENST00000640239
HUMAN16320	ENST00000640405
HUMAN16320	ENST00000640415
HUMAN16320	ENST00000640430
HUMAN16320	ENST00000640462
HUMAN16320	ENST00000640582
HUMAN16320	ENST00000640584
HUMAN16320	ENST00000640618
HUMAN16320	ENST00000640687
HUMAN16320	ENST00000640761
HUMAN16320	ENST00000640811
HUMAN16320	ENST00000640878
HUMAN16320	ENST00000640908
HUMAN16320	ENST00000640918
HUMAN16320	ENST00000355524
HUMAN16320	ENST00000488066
HUMAN16321	ENST00000638974
HUMAN16321	ENST00000638981
HUMAN16321	ENST00000639881
HUMAN16321	ENST00000640169
HUMAN16321	ENST00000291890
HUMAN16322	ENST00000328092
HUMAN16322	ENST00000340844
HUMAN16322	ENST00000590030
HUMAN16322	ENST00000592784
HUMAN16322	ENST00000610424
HUMAN16322	ENST00000610790
HUMAN16322	ENST00000610853
HUMAN16322	ENST00000610981
HUMAN16322	ENST00000611597
HUMAN16322	ENST00000613233
HUMAN16322	ENST00000614879
HUMAN16322	ENST00000615426
HUMAN16322	ENST00000615699
HUMAN16322	ENST00000618261
HUMAN16322	ENST00000618343
HUMAN16322	ENST00000618672
HUMAN16322	ENST00000618740
HUMAN16322	ENST00000618995
HUMAN16322	ENST00000620183
HUMAN16322	ENST00000620820
HUMAN16322	ENST00000621238
HUMAN16322	ENST00000621584
HUMAN16322	ENST00000622199
HUMAN16322	ENST00000588756
HUMAN16323	ENST00000339757
HUMAN16323	ENST00000391721
HUMAN16323	ENST00000427260
HUMAN16323	ENST00000448584
HUMAN16323	ENST00000537859
HUMAN16323	ENST00000611410
HUMAN16323	ENST00000611642
HUMAN16323	ENST00000611676
HUMAN16323	ENST00000611679
HUMAN16323	ENST00000611772
HUMAN16323	ENST00000613062
HUMAN16323	ENST00000613485
HUMAN16323	ENST00000613825
HUMAN16323	ENST00000613851
HUMAN16323	ENST00000615173
HUMAN16323	ENST00000615391
HUMAN16323	ENST00000615521
HUMAN16323	ENST00000616040
HUMAN16323	ENST00000616903
HUMAN16323	ENST00000616919
HUMAN16323	ENST00000618018
HUMAN16323	ENST00000618694
HUMAN16323	ENST00000618731
HUMAN16323	ENST00000618789
HUMAN16323	ENST00000618943
HUMAN16323	ENST00000619281
HUMAN16323	ENST00000619454
HUMAN16323	ENST00000619664
HUMAN16323	ENST00000619885
HUMAN16323	ENST00000621057
HUMAN16323	ENST00000621200
HUMAN16323	ENST00000621239
HUMAN16323	ENST00000621594
HUMAN16323	ENST00000622042
HUMAN16323	ENST00000622216
HUMAN16323	ENST00000622444
HUMAN16323	ENST00000622600
HUMAN16323	ENST00000622773
HUMAN16323	ENST00000622864
HUMAN16323	ENST00000543010
HUMAN16327	ENST00000333884
HUMAN16327	ENST00000417454
HUMAN16327	ENST00000612184
HUMAN16327	ENST00000616456
HUMAN16327	ENST00000622279
HUMAN16327	ENST00000310373
HUMAN16328	ENST00000396247
HUMAN16328	ENST00000610356
HUMAN16328	ENST00000613257
HUMAN16328	ENST00000613935
HUMAN16328	ENST00000615256
HUMAN16328	ENST00000615688
HUMAN16328	ENST00000616348
HUMAN16328	ENST00000620423
HUMAN16328	ENST00000621614
HUMAN16328	ENST00000621849
HUMAN16328	ENST00000622200
HUMAN16328	ENST00000622572
HUMAN16328	ENST00000415061
HUMAN16329	ENST00000245618
HUMAN16329	ENST00000201647
HUMAN16331	ENST00000435544
HUMAN16331	ENST00000263433
HUMAN16332	ENST00000291901
HUMAN16332	ENST00000356783
HUMAN16332	ENST00000587758
HUMAN16332	ENST00000588981
HUMAN16335	ENST00000344887
HUMAN16338	ENST00000391720
HUMAN16338	ENST00000455045
HUMAN16338	ENST00000524407
HUMAN16338	ENST00000534214
HUMAN16338	ENST00000527223
HUMAN16338	ENST00000528412
HUMAN16340	ENST00000537500
HUMAN16340	ENST00000354308
HUMAN16340	ENST00000590851
HUMAN16342	ENST00000263434
HUMAN16342	ENST00000376350
HUMAN16343	ENST00000327042
HUMAN16344	ENST00000587283
HUMAN16344	ENST00000412770
HUMAN16345	ENST00000433386
HUMAN16345	ENST00000587922
HUMAN16345	ENST00000255631
HUMAN16346	ENST00000309383
HUMAN16346	ENST00000585418
HUMAN16346	ENST00000590333
HUMAN16347	ENST00000326652
HUMAN16348	ENST00000445196
HUMAN16348	ENST00000592631
HUMAN16348	ENST00000255613
HUMAN16349	ENST00000326529
HUMAN16349	ENST00000589467
HUMAN16349	ENST00000590900
HUMAN16349	ENST00000593184
HUMAN16349	ENST00000588572
HUMAN16350	ENST00000424985
HUMAN16351	ENST00000585513
HUMAN16351	ENST00000590625
HUMAN16351	ENST00000264563
HUMAN16352	ENST00000291934
HUMAN16353	ENST00000444469
